Date,Department,Dept_Date_Key,Nurses_On_Shift,Patients_Assigned,Patient_To_Nurse_Ratio
2025-11-20,ICU,ICU_2025-11-20,18,37,2.06
2025-11-21,ICU,ICU_2025-11-21,18,35,1.94
2025-11-22,ICU,ICU_2025-11-22,18,37,2.06
2025-11-23,ICU,ICU_2025-11-23,20,40,2.0
2025-11-24,ICU,ICU_2025-11-24,18,35,1.94
2025-11-25,ICU,ICU_2025-11-25,18,37,2.06
2025-11-26,ICU,ICU_2025-11-26,18,36,2.0
2025-11-27,ICU,ICU_2025-11-27,18,35,1.94
2025-11-28,ICU,ICU_2025-11-28,17,34,2.0
2025-11-29,ICU,ICU_2025-11-29,18,35,1.94
2025-11-30,ICU,ICU_2025-11-30,18,36,2.0
2025-12-01,ICU,ICU_2025-12-01,17,34,2.0
2025-12-02,ICU,ICU_2025-12-02,19,38,2.0
2025-12-03,ICU,ICU_2025-12-03,18,36,2.0
2025-12-04,ICU,ICU_2025-12-04,18,35,1.94
2025-12-05,ICU,ICU_2025-12-05,19,38,2.0
2025-12-06,ICU,ICU_2025-12-06,17,34,2.0
2025-12-07,ICU,ICU_2025-12-07,18,36,2.0
2025-12-08,ICU,ICU_2025-12-08,18,35,1.94
2025-12-09,ICU,ICU_2025-12-09,17,34,2.0
2025-12-10,ICU,ICU_2025-12-10,18,36,2.0
2025-12-11,ICU,ICU_2025-12-11,20,40,2.0
2025-12-12,ICU,ICU_2025-12-12,18,36,2.0
2025-12-13,ICU,ICU_2025-12-13,18,35,1.94
2025-12-14,ICU,ICU_2025-12-14,19,38,2.0
2025-12-15,ICU,ICU_2025-12-15,18,36,2.0
2025-12-16,ICU,ICU_2025-12-16,19,38,2.0
2025-12-17,ICU,ICU_2025-12-17,19,38,2.0
2025-12-18,ICU,ICU_2025-12-18,18,35,1.94
2025-12-19,ICU,ICU_2025-12-19,18,37,2.06
2025-12-20,ICU,ICU_2025-12-20,18,36,2.0
2025-12-21,ICU,ICU_2025-12-21,18,37,2.06
2025-12-22,ICU,ICU_2025-12-22,18,37,2.06
2025-12-23,ICU,ICU_2025-12-23,18,37,2.06
2025-12-24,ICU,ICU_2025-12-24,17,34,2.0
2025-12-25,ICU,ICU_2025-12-25,17,34,2.0
2025-12-26,ICU,ICU_2025-12-26,16,33,2.06
2025-12-27,ICU,ICU_2025-12-27,18,35,1.94
2025-12-28,ICU,ICU_2025-12-28,19,38,2.0
2025-12-29,ICU,ICU_2025-12-29,18,36,2.0
2025-12-30,ICU,ICU_2025-12-30,19,38,2.0
2025-12-31,ICU,ICU_2025-12-31,17,34,2.0
2024-01-01,Surgery,Surgery_2024-01-01,13,40,3.08
2024-01-02,Surgery,Surgery_2024-01-02,14,42,3.0
2024-01-03,Surgery,Surgery_2024-01-03,15,46,3.07
2024-01-04,Surgery,Surgery_2024-01-04,13,40,3.08
2024-01-05,Surgery,Surgery_2024-01-05,14,43,3.07
2024-01-06,Surgery,Surgery_2024-01-06,15,44,2.93
2024-01-07,Surgery,Surgery_2024-01-07,14,41,2.93
2024-01-08,Surgery,Surgery_2024-01-08,14,42,3.0
2024-01-09,Surgery,Surgery_2024-01-09,13,39,3.0
2024-01-10,Surgery,Surgery_2024-01-10,14,43,3.07
2024-01-11,Surgery,Surgery_2024-01-11,14,42,3.0
2024-01-12,Surgery,Surgery_2024-01-12,15,44,2.93
2024-01-13,Surgery,Surgery_2024-01-13,14,41,2.93
2024-01-14,Surgery,Surgery_2024-01-14,13,38,2.92
2024-01-15,Surgery,Surgery_2024-01-15,13,40,3.08
2024-01-16,Surgery,Surgery_2024-01-16,14,41,2.93
2024-01-17,Surgery,Surgery_2024-01-17,14,43,3.07
2024-01-18,Surgery,Surgery_2024-01-18,14,41,2.93
2024-01-19,Surgery,Surgery_2024-01-19,14,43,3.07
2024-01-20,Surgery,Surgery_2024-01-20,14,43,3.07
2024-01-21,Surgery,Surgery_2024-01-21,13,40,3.08
2024-01-22,Surgery,Surgery_2024-01-22,14,42,3.0
2024-01-23,Surgery,Surgery_2024-01-23,13,40,3.08
2024-01-24,Surgery,Surgery_2024-01-24,15,44,2.93
2024-01-25,Surgery,Surgery_2024-01-25,15,46,3.07
2024-01-26,Surgery,Surgery_2024-01-26,13,40,3.08
2024-01-27,Surgery,Surgery_2024-01-27,13,40,3.08
2024-01-28,Surgery,Surgery_2024-01-28,14,41,2.93
2024-01-29,Surgery,Surgery_2024-01-29,14,41,2.93
2024-01-30,Surgery,Surgery_2024-01-30,13,40,3.08
2024-01-31,Surgery,Surgery_2024-01-31,13,38,2.92
2024-02-01,Surgery,Surgery_2024-02-01,13,40,3.08
2024-02-02,Surgery,Surgery_2024-02-02,14,41,2.93
2024-02-03,Surgery,Surgery_2024-02-03,13,40,3.08
2024-02-04,Surgery,Surgery_2024-02-04,14,41,2.93
2024-02-05,Surgery,Surgery_2024-02-05,13,38,2.92
2024-02-06,Surgery,Surgery_2024-02-06,14,43,3.07
2024-02-07,Surgery,Surgery_2024-02-07,15,44,2.93
2024-02-08,Surgery,Surgery_2024-02-08,13,38,2.92
2024-02-09,Surgery,Surgery_2024-02-09,15,45,3.0
2024-02-10,Surgery,Surgery_2024-02-10,14,43,3.07
2024-02-11,Surgery,Surgery_2024-02-11,15,44,2.93
2024-02-12,Surgery,Surgery_2024-02-12,13,40,3.08
2024-02-13,Surgery,Surgery_2024-02-13,13,38,2.92
2024-02-14,Surgery,Surgery_2024-02-14,14,42,3.0
2024-02-15,Surgery,Surgery_2024-02-15,12,35,2.92
2024-02-16,Surgery,Surgery_2024-02-16,14,42,3.0
2024-02-17,Surgery,Surgery_2024-02-17,13,40,3.08
2024-02-18,Surgery,Surgery_2024-02-18,14,41,2.93
2024-02-19,Surgery,Surgery_2024-02-19,14,42,3.0
2024-02-20,Surgery,Surgery_2024-02-20,13,40,3.08
2024-02-21,Surgery,Surgery_2024-02-21,15,44,2.93
2024-02-22,Surgery,Surgery_2024-02-22,14,43,3.07
2024-02-23,Surgery,Surgery_2024-02-23,13,40,3.08
2024-02-24,Surgery,Surgery_2024-02-24,13,39,3.0
2024-02-25,Surgery,Surgery_2024-02-25,13,40,3.08
2024-02-26,Surgery,Surgery_2024-02-26,15,46,3.07
2024-02-27,Surgery,Surgery_2024-02-27,12,37,3.08
2024-02-28,Surgery,Surgery_2024-02-28,14,41,2.93
2024-02-29,Surgery,Surgery_2024-02-29,13,40,3.08
2024-03-01,Surgery,Surgery_2024-03-01,13,39,3.0
2024-03-02,Surgery,Surgery_2024-03-02,14,42,3.0
2024-03-03,Surgery,Surgery_2024-03-03,13,40,3.08
2024-03-04,Surgery,Surgery_2024-03-04,11,34,3.09
2024-03-05,Surgery,Surgery_2024-03-05,13,40,3.08
2024-03-06,Surgery,Surgery_2024-03-06,13,39,3.0
2024-03-07,Surgery,Surgery_2024-03-07,15,44,2.93
2024-03-08,Surgery,Surgery_2024-03-08,13,39,3.0
2024-03-09,Surgery,Surgery_2024-03-09,13,38,2.92
2024-03-10,Surgery,Surgery_2024-03-10,13,40,3.08
2024-03-11,Surgery,Surgery_2024-03-11,14,43,3.07
2024-03-12,Surgery,Surgery_2024-03-12,15,44,2.93
2024-03-13,Surgery,Surgery_2024-03-13,14,42,3.0
2024-03-14,Surgery,Surgery_2024-03-14,16,47,2.94
2024-03-15,Surgery,Surgery_2024-03-15,13,40,3.08
2024-03-16,Surgery,Surgery_2024-03-16,14,42,3.0
2024-03-17,Surgery,Surgery_2024-03-17,13,40,3.08
2024-03-18,Surgery,Surgery_2024-03-18,14,41,2.93
2024-03-19,Surgery,Surgery_2024-03-19,13,40,3.08
2024-03-20,Surgery,Surgery_2024-03-20,13,40,3.08
2024-03-21,Surgery,Surgery_2024-03-21,15,45,3.0
2024-03-22,Surgery,Surgery_2024-03-22,13,38,2.92
2024-03-23,Surgery,Surgery_2024-03-23,15,45,3.0
2024-03-24,Surgery,Surgery_2024-03-24,13,40,3.08
2024-03-25,Surgery,Surgery_2024-03-25,14,42,3.0
2024-03-26,Surgery,Surgery_2024-03-26,13,39,3.0
2024-03-27,Surgery,Surgery_2024-03-27,14,41,2.93
2024-03-28,Surgery,Surgery_2024-03-28,15,44,2.93
2024-03-29,Surgery,Surgery_2024-03-29,13,39,3.0
2024-03-30,Surgery,Surgery_2024-03-30,14,41,2.93
2024-03-31,Surgery,Surgery_2024-03-31,13,40,3.08
2024-04-01,Surgery,Surgery_2024-04-01,12,37,3.08
2024-04-02,Surgery,Surgery_2024-04-02,14,41,2.93
2024-04-03,Surgery,Surgery_2024-04-03,15,45,3.0
2024-04-04,Surgery,Surgery_2024-04-04,14,41,2.93
2024-04-05,Surgery,Surgery_2024-04-05,13,38,2.92
2024-04-06,Surgery,Surgery_2024-04-06,13,39,3.0
2024-04-07,Surgery,Surgery_2024-04-07,13,40,3.08
2024-04-08,Surgery,Surgery_2024-04-08,13,40,3.08
2024-04-09,Surgery,Surgery_2024-04-09,14,41,2.93
2024-04-10,Surgery,Surgery_2024-04-10,15,44,2.93
2024-04-11,Surgery,Surgery_2024-04-11,12,36,3.0
2024-04-12,Surgery,Surgery_2024-04-12,14,42,3.0
2024-04-13,Surgery,Surgery_2024-04-13,14,43,3.07
2024-04-14,Surgery,Surgery_2024-04-14,15,45,3.0
2024-04-15,Surgery,Surgery_2024-04-15,14,41,2.93
2024-04-16,Surgery,Surgery_2024-04-16,14,42,3.0
2024-04-17,Surgery,Surgery_2024-04-17,14,42,3.0
2024-04-18,Surgery,Surgery_2024-04-18,13,39,3.0
2024-04-19,Surgery,Surgery_2024-04-19,14,41,2.93
2024-04-20,Surgery,Surgery_2024-04-20,13,40,3.08
2024-04-21,Surgery,Surgery_2024-04-21,14,43,3.07
2024-04-22,Surgery,Surgery_2024-04-22,13,38,2.92
2024-04-23,Surgery,Surgery_2024-04-23,14,41,2.93
2024-04-24,Surgery,Surgery_2024-04-24,15,45,3.0
2024-04-25,Surgery,Surgery_2024-04-25,14,41,2.93
2024-04-26,Surgery,Surgery_2024-04-26,14,42,3.0
2024-04-27,Surgery,Surgery_2024-04-27,14,43,3.07
2024-04-28,Surgery,Surgery_2024-04-28,13,40,3.08
2024-04-29,Surgery,Surgery_2024-04-29,13,39,3.0
2024-04-30,Surgery,Surgery_2024-04-30,15,46,3.07
2024-05-01,Surgery,Surgery_2024-05-01,14,41,2.93
2024-05-02,Surgery,Surgery_2024-05-02,13,39,3.0
2024-05-03,Surgery,Surgery_2024-05-03,14,41,2.93
2024-05-04,Surgery,Surgery_2024-05-04,14,41,2.93
2024-05-05,Surgery,Surgery_2024-05-05,13,39,3.0
2024-05-06,Surgery,Surgery_2024-05-06,14,41,2.93
2024-05-07,Surgery,Surgery_2024-05-07,12,35,2.92
2024-05-08,Surgery,Surgery_2024-05-08,14,42,3.0
2024-05-09,Surgery,Surgery_2024-05-09,13,40,3.08
2024-05-10,Surgery,Surgery_2024-05-10,13,39,3.0
2024-05-11,Surgery,Surgery_2024-05-11,14,42,3.0
2024-05-12,Surgery,Surgery_2024-05-12,13,39,3.0
2024-05-13,Surgery,Surgery_2024-05-13,14,41,2.93
2024-05-14,Surgery,Surgery_2024-05-14,14,42,3.0
2024-05-15,Surgery,Surgery_2024-05-15,15,45,3.0
2024-05-16,Surgery,Surgery_2024-05-16,14,43,3.07
2024-05-17,Surgery,Surgery_2024-05-17,13,40,3.08
2024-05-18,Surgery,Surgery_2024-05-18,14,41,2.93
2024-05-19,Surgery,Surgery_2024-05-19,15,44,2.93
2024-05-20,Surgery,Surgery_2024-05-20,14,41,2.93
2024-05-21,Surgery,Surgery_2024-05-21,14,43,3.07
2024-05-22,Surgery,Surgery_2024-05-22,15,45,3.0
2024-05-23,Surgery,Surgery_2024-05-23,13,39,3.0
2024-05-24,Surgery,Surgery_2024-05-24,14,43,3.07
2024-05-25,Surgery,Surgery_2024-05-25,13,40,3.08
2024-05-26,Surgery,Surgery_2024-05-26,13,39,3.0
2024-05-27,Surgery,Surgery_2024-05-27,14,43,3.07
2024-05-28,Surgery,Surgery_2024-05-28,14,43,3.07
2024-05-29,Surgery,Surgery_2024-05-29,14,41,2.93
2024-05-30,Surgery,Surgery_2024-05-30,14,42,3.0
2024-05-31,Surgery,Surgery_2024-05-31,14,43,3.07
2024-06-01,Surgery,Surgery_2024-06-01,15,44,2.93
2024-06-02,Surgery,Surgery_2024-06-02,13,39,3.0
2024-06-03,Surgery,Surgery_2024-06-03,12,37,3.08
2024-06-04,Surgery,Surgery_2024-06-04,13,39,3.0
2024-06-05,Surgery,Surgery_2024-06-05,14,41,2.93
2024-06-06,Surgery,Surgery_2024-06-06,14,43,3.07
2024-06-07,Surgery,Surgery_2024-06-07,14,41,2.93
2024-06-08,Surgery,Surgery_2024-06-08,13,40,3.08
2024-06-09,Surgery,Surgery_2024-06-09,13,40,3.08
2024-06-10,Surgery,Surgery_2024-06-10,15,44,2.93
2024-06-11,Surgery,Surgery_2024-06-11,15,45,3.0
2024-06-12,Surgery,Surgery_2024-06-12,14,41,2.93
2024-06-13,Surgery,Surgery_2024-06-13,13,38,2.92
2024-06-14,Surgery,Surgery_2024-06-14,14,43,3.07
2024-06-15,Surgery,Surgery_2024-06-15,13,39,3.0
2024-06-16,Surgery,Surgery_2024-06-16,14,42,3.0
2024-06-17,Surgery,Surgery_2024-06-17,15,45,3.0
2024-06-18,Surgery,Surgery_2024-06-18,15,44,2.93
2024-06-19,Surgery,Surgery_2024-06-19,14,41,2.93
2024-06-20,Surgery,Surgery_2024-06-20,14,43,3.07
2024-06-21,Surgery,Surgery_2024-06-21,13,39,3.0
2024-06-22,Surgery,Surgery_2024-06-22,13,38,2.92
2024-06-23,Surgery,Surgery_2024-06-23,13,39,3.0
2024-06-24,Surgery,Surgery_2024-06-24,12,37,3.08
2024-06-25,Surgery,Surgery_2024-06-25,13,40,3.08
2024-06-26,Surgery,Surgery_2024-06-26,14,43,3.07
2024-06-27,Surgery,Surgery_2024-06-27,15,44,2.93
2024-06-28,Surgery,Surgery_2024-06-28,15,45,3.0
2024-06-29,Surgery,Surgery_2024-06-29,13,39,3.0
2024-06-30,Surgery,Surgery_2024-06-30,13,40,3.08
2024-07-01,Surgery,Surgery_2024-07-01,15,44,2.93
2024-07-02,Surgery,Surgery_2024-07-02,14,43,3.07
2024-07-03,Surgery,Surgery_2024-07-03,15,44,2.93
2024-07-04,Surgery,Surgery_2024-07-04,15,45,3.0
2024-07-05,Surgery,Surgery_2024-07-05,13,38,2.92
2024-07-06,Surgery,Surgery_2024-07-06,14,42,3.0
2024-07-07,Surgery,Surgery_2024-07-07,14,42,3.0
2024-07-08,Surgery,Surgery_2024-07-08,14,42,3.0
2024-07-09,Surgery,Surgery_2024-07-09,13,40,3.08
2024-07-10,Surgery,Surgery_2024-07-10,15,44,2.93
2024-07-11,Surgery,Surgery_2024-07-11,13,40,3.08
2024-07-12,Surgery,Surgery_2024-07-12,13,40,3.08
2024-07-13,Surgery,Surgery_2024-07-13,14,42,3.0
2024-07-14,Surgery,Surgery_2024-07-14,14,43,3.07
2024-07-15,Surgery,Surgery_2024-07-15,14,43,3.07
2024-07-16,Surgery,Surgery_2024-07-16,12,37,3.08
2024-07-17,Surgery,Surgery_2024-07-17,14,43,3.07
2024-07-18,Surgery,Surgery_2024-07-18,14,43,3.07
2024-07-19,Surgery,Surgery_2024-07-19,13,38,2.92
2024-07-20,Surgery,Surgery_2024-07-20,14,42,3.0
2024-07-21,Surgery,Surgery_2024-07-21,13,39,3.0
2024-07-22,Surgery,Surgery_2024-07-22,13,39,3.0
2024-07-23,Surgery,Surgery_2024-07-23,13,40,3.08
2024-07-24,Surgery,Surgery_2024-07-24,14,42,3.0
2024-07-25,Surgery,Surgery_2024-07-25,14,42,3.0
2024-07-26,Surgery,Surgery_2024-07-26,13,40,3.08
2024-07-27,Surgery,Surgery_2024-07-27,14,43,3.07
2024-07-28,Surgery,Surgery_2024-07-28,14,43,3.07
2024-07-29,Surgery,Surgery_2024-07-29,13,38,2.92
2024-07-30,Surgery,Surgery_2024-07-30,14,42,3.0
2024-07-31,Surgery,Surgery_2024-07-31,14,41,2.93
2024-08-01,Surgery,Surgery_2024-08-01,14,41,2.93
2024-08-02,Surgery,Surgery_2024-08-02,14,42,3.0
2024-08-03,Surgery,Surgery_2024-08-03,14,42,3.0
2024-08-04,Surgery,Surgery_2024-08-04,15,44,2.93
2024-08-05,Surgery,Surgery_2024-08-05,14,43,3.07
2024-08-06,Surgery,Surgery_2024-08-06,15,45,3.0
2024-08-07,Surgery,Surgery_2024-08-07,13,39,3.0
2024-08-08,Surgery,Surgery_2024-08-08,15,45,3.0
2024-08-09,Surgery,Surgery_2024-08-09,13,39,3.0
2024-08-10,Surgery,Surgery_2024-08-10,15,44,2.93
2024-08-11,Surgery,Surgery_2024-08-11,14,42,3.0
2024-08-12,Surgery,Surgery_2024-08-12,16,48,3.0
2024-08-13,Surgery,Surgery_2024-08-13,13,39,3.0
2024-08-14,Surgery,Surgery_2024-08-14,13,40,3.08
2024-08-15,Surgery,Surgery_2024-08-15,13,39,3.0
2024-08-16,Surgery,Surgery_2024-08-16,13,39,3.0
2024-08-17,Surgery,Surgery_2024-08-17,14,42,3.0
2024-08-18,Surgery,Surgery_2024-08-18,13,38,2.92
2024-08-19,Surgery,Surgery_2024-08-19,14,41,2.93
2024-08-20,Surgery,Surgery_2024-08-20,11,32,2.91
2024-08-21,Surgery,Surgery_2024-08-21,14,42,3.0
2024-08-22,Surgery,Surgery_2024-08-22,13,38,2.92
2024-08-23,Surgery,Surgery_2024-08-23,13,40,3.08
2024-08-24,Surgery,Surgery_2024-08-24,13,40,3.08
2024-08-25,Surgery,Surgery_2024-08-25,14,42,3.0
2024-08-26,Surgery,Surgery_2024-08-26,13,39,3.0
2024-08-27,Surgery,Surgery_2024-08-27,15,44,2.93
2024-08-28,Surgery,Surgery_2024-08-28,13,40,3.08
2024-08-29,Surgery,Surgery_2024-08-29,13,40,3.08
2024-08-30,Surgery,Surgery_2024-08-30,15,44,2.93
2024-08-31,Surgery,Surgery_2024-08-31,14,43,3.07
2024-09-01,Surgery,Surgery_2024-09-01,15,44,2.93
2024-09-02,Surgery,Surgery_2024-09-02,13,40,3.08
2024-09-03,Surgery,Surgery_2024-09-03,14,41,2.93
2024-09-04,Surgery,Surgery_2024-09-04,15,45,3.0
2024-09-05,Surgery,Surgery_2024-09-05,13,40,3.08
2024-09-06,Surgery,Surgery_2024-09-06,14,41,2.93
2024-09-07,Surgery,Surgery_2024-09-07,13,38,2.92
2024-09-08,Surgery,Surgery_2024-09-08,14,43,3.07
2024-09-09,Surgery,Surgery_2024-09-09,14,41,2.93
2024-09-10,Surgery,Surgery_2024-09-10,13,39,3.0
2024-09-11,Surgery,Surgery_2024-09-11,14,43,3.07
2024-09-12,Surgery,Surgery_2024-09-12,15,44,2.93
2024-09-13,Surgery,Surgery_2024-09-13,14,43,3.07
2024-09-14,Surgery,Surgery_2024-09-14,14,41,2.93
2024-09-15,Surgery,Surgery_2024-09-15,13,40,3.08
2024-09-16,Surgery,Surgery_2024-09-16,13,39,3.0
2024-09-17,Surgery,Surgery_2024-09-17,13,40,3.08
2024-09-18,Surgery,Surgery_2024-09-18,14,43,3.07
2024-09-19,Surgery,Surgery_2024-09-19,15,44,2.93
2024-09-20,Surgery,Surgery_2024-09-20,14,42,3.0
2024-09-21,Surgery,Surgery_2024-09-21,13,38,2.92
2024-09-22,Surgery,Surgery_2024-09-22,12,37,3.08
2024-09-23,Surgery,Surgery_2024-09-23,13,40,3.08
2024-09-24,Surgery,Surgery_2024-09-24,14,42,3.0
2024-09-25,Surgery,Surgery_2024-09-25,13,38,2.92
2024-09-26,Surgery,Surgery_2024-09-26,14,43,3.07
2024-09-27,Surgery,Surgery_2024-09-27,14,41,2.93
2024-09-28,Surgery,Surgery_2024-09-28,15,44,2.93
2024-09-29,Surgery,Surgery_2024-09-29,13,40,3.08
2024-09-30,Surgery,Surgery_2024-09-30,14,41,2.93
2024-10-01,Surgery,Surgery_2024-10-01,13,39,3.0
2024-10-02,Surgery,Surgery_2024-10-02,13,39,3.0
2024-10-03,Surgery,Surgery_2024-10-03,14,42,3.0
2024-10-04,Surgery,Surgery_2024-10-04,14,42,3.0
2024-10-05,Surgery,Surgery_2024-10-05,14,43,3.07
2024-10-06,Surgery,Surgery_2024-10-06,13,39,3.0
2024-10-07,Surgery,Surgery_2024-10-07,14,43,3.07
2024-10-08,Surgery,Surgery_2024-10-08,12,37,3.08
2024-10-09,Surgery,Surgery_2024-10-09,14,41,2.93
2024-10-10,Surgery,Surgery_2024-10-10,13,40,3.08
2024-10-11,Surgery,Surgery_2024-10-11,14,41,2.93
2024-10-12,Surgery,Surgery_2024-10-12,13,39,3.0
2024-10-13,Surgery,Surgery_2024-10-13,15,44,2.93
2024-10-14,Surgery,Surgery_2024-10-14,13,39,3.0
2024-10-15,Surgery,Surgery_2024-10-15,13,40,3.08
2024-10-16,Surgery,Surgery_2024-10-16,15,44,2.93
2024-10-17,Surgery,Surgery_2024-10-17,14,43,3.07
2024-10-18,Surgery,Surgery_2024-10-18,15,44,2.93
2024-10-19,Surgery,Surgery_2024-10-19,13,40,3.08
2024-10-20,Surgery,Surgery_2024-10-20,14,42,3.0
2024-10-21,Surgery,Surgery_2024-10-21,13,40,3.08
2024-10-22,Surgery,Surgery_2024-10-22,13,39,3.0
2024-10-23,Surgery,Surgery_2024-10-23,12,37,3.08
2024-10-24,Surgery,Surgery_2024-10-24,14,43,3.07
2024-10-25,Surgery,Surgery_2024-10-25,14,42,3.0
2024-10-26,Surgery,Surgery_2024-10-26,13,40,3.08
2024-10-27,Surgery,Surgery_2024-10-27,13,38,2.92
2024-10-28,Surgery,Surgery_2024-10-28,14,41,2.93
2024-10-29,Surgery,Surgery_2024-10-29,14,43,3.07
2024-10-30,Surgery,Surgery_2024-10-30,14,43,3.07
2024-10-31,Surgery,Surgery_2024-10-31,13,39,3.0
2024-11-01,Surgery,Surgery_2024-11-01,15,44,2.93
2024-11-02,Surgery,Surgery_2024-11-02,14,43,3.07
2024-11-03,Surgery,Surgery_2024-11-03,14,41,2.93
2024-11-04,Surgery,Surgery_2024-11-04,14,41,2.93
2024-11-05,Surgery,Surgery_2024-11-05,13,38,2.92
2024-11-06,Surgery,Surgery_2024-11-06,13,39,3.0
2024-11-07,Surgery,Surgery_2024-11-07,13,39,3.0
2024-11-08,Surgery,Surgery_2024-11-08,14,43,3.07
2024-11-09,Surgery,Surgery_2024-11-09,13,40,3.08
2024-11-10,Surgery,Surgery_2024-11-10,12,35,2.92
2024-11-11,Surgery,Surgery_2024-11-11,13,39,3.0
2024-11-12,Surgery,Surgery_2024-11-12,12,36,3.0
2024-11-13,Surgery,Surgery_2024-11-13,14,42,3.0
2024-11-14,Surgery,Surgery_2024-11-14,14,41,2.93
2024-11-15,Surgery,Surgery_2024-11-15,14,42,3.0
2024-11-16,Surgery,Surgery_2024-11-16,13,40,3.08
2024-11-17,Surgery,Surgery_2024-11-17,13,39,3.0
2024-11-18,Surgery,Surgery_2024-11-18,14,42,3.0
2024-11-19,Surgery,Surgery_2024-11-19,14,41,2.93
2024-11-20,Surgery,Surgery_2024-11-20,15,44,2.93
2024-11-21,Surgery,Surgery_2024-11-21,14,41,2.93
2024-11-22,Surgery,Surgery_2024-11-22,13,40,3.08
2024-11-23,Surgery,Surgery_2024-11-23,14,43,3.07
2024-11-24,Surgery,Surgery_2024-11-24,14,43,3.07
2024-11-25,Surgery,Surgery_2024-11-25,13,40,3.08
2024-11-26,Surgery,Surgery_2024-11-26,13,40,3.08
2024-11-27,Surgery,Surgery_2024-11-27,12,36,3.0
2024-11-28,Surgery,Surgery_2024-11-28,12,36,3.0
2024-11-29,Surgery,Surgery_2024-11-29,15,45,3.0
2024-11-30,Surgery,Surgery_2024-11-30,14,41,2.93
2024-12-01,Surgery,Surgery_2024-12-01,13,40,3.08
2024-12-02,Surgery,Surgery_2024-12-02,14,42,3.0
2024-12-03,Surgery,Surgery_2024-12-03,15,44,2.93
2024-12-04,Surgery,Surgery_2024-12-04,13,39,3.0
2024-12-05,Surgery,Surgery_2024-12-05,13,40,3.08
2024-12-06,Surgery,Surgery_2024-12-06,13,38,2.92
2024-12-07,Surgery,Surgery_2024-12-07,13,38,2.92
2024-12-08,Surgery,Surgery_2024-12-08,13,38,2.92
2024-12-09,Surgery,Surgery_2024-12-09,15,44,2.93
2024-12-10,Surgery,Surgery_2024-12-10,15,44,2.93
2024-12-11,Surgery,Surgery_2024-12-11,15,44,2.93
2024-12-12,Surgery,Surgery_2024-12-12,14,42,3.0
2024-12-13,Surgery,Surgery_2024-12-13,14,41,2.93
2024-12-14,Surgery,Surgery_2024-12-14,13,40,3.08
2024-12-15,Surgery,Surgery_2024-12-15,12,35,2.92
2024-12-16,Surgery,Surgery_2024-12-16,15,44,2.93
2024-12-17,Surgery,Surgery_2024-12-17,15,44,2.93
2024-12-18,Surgery,Surgery_2024-12-18,13,40,3.08
2024-12-19,Surgery,Surgery_2024-12-19,13,38,2.92
2024-12-20,Surgery,Surgery_2024-12-20,13,39,3.0
2024-12-21,Surgery,Surgery_2024-12-21,14,41,2.93
2024-12-22,Surgery,Surgery_2024-12-22,13,40,3.08
2024-12-23,Surgery,Surgery_2024-12-23,14,41,2.93
2024-12-24,Surgery,Surgery_2024-12-24,14,42,3.0
2024-12-25,Surgery,Surgery_2024-12-25,14,43,3.07
2024-12-26,Surgery,Surgery_2024-12-26,14,41,2.93
2024-12-27,Surgery,Surgery_2024-12-27,13,40,3.08
2024-12-28,Surgery,Surgery_2024-12-28,13,39,3.0
2024-12-29,Surgery,Surgery_2024-12-29,14,43,3.07
2024-12-30,Surgery,Surgery_2024-12-30,13,40,3.08
2024-12-31,Surgery,Surgery_2024-12-31,14,41,2.93
2025-01-01,Surgery,Surgery_2025-01-01,13,38,2.92
2025-01-02,Surgery,Surgery_2025-01-02,14,41,2.93
2025-01-03,Surgery,Surgery_2025-01-03,15,45,3.0
2025-01-04,Surgery,Surgery_2025-01-04,13,40,3.08
2025-01-05,Surgery,Surgery_2025-01-05,14,42,3.0
2025-01-06,Surgery,Surgery_2025-01-06,14,43,3.07
2025-01-07,Surgery,Surgery_2025-01-07,14,43,3.07
2025-01-08,Surgery,Surgery_2025-01-08,14,41,2.93
2025-01-09,Surgery,Surgery_2025-01-09,14,42,3.0
2025-01-10,Surgery,Surgery_2025-01-10,12,36,3.0
2025-01-11,Surgery,Surgery_2025-01-11,13,38,2.92
2025-01-12,Surgery,Surgery_2025-01-12,15,44,2.93
2025-01-13,Surgery,Surgery_2025-01-13,15,44,2.93
2025-01-14,Surgery,Surgery_2025-01-14,14,41,2.93
2025-01-15,Surgery,Surgery_2025-01-15,12,35,2.92
2025-01-16,Surgery,Surgery_2025-01-16,13,38,2.92
2025-01-17,Surgery,Surgery_2025-01-17,13,40,3.08
2025-01-18,Surgery,Surgery_2025-01-18,13,39,3.0
2025-01-19,Surgery,Surgery_2025-01-19,13,39,3.0
2025-01-20,Surgery,Surgery_2025-01-20,14,41,2.93
2025-01-21,Surgery,Surgery_2025-01-21,14,42,3.0
2025-01-22,Surgery,Surgery_2025-01-22,12,37,3.08
2025-01-23,Surgery,Surgery_2025-01-23,13,40,3.08
2025-01-24,Surgery,Surgery_2025-01-24,15,44,2.93
2025-01-25,Surgery,Surgery_2025-01-25,14,42,3.0
2025-01-26,Surgery,Surgery_2025-01-26,13,40,3.08
2025-01-27,Surgery,Surgery_2025-01-27,13,38,2.92
2025-01-28,Surgery,Surgery_2025-01-28,14,43,3.07
2025-01-29,Surgery,Surgery_2025-01-29,15,45,3.0
2025-01-30,Surgery,Surgery_2025-01-30,12,35,2.92
